,unique_id,skybg,skybgstd,x0peak,y0peak,x0col,y0col,Rp,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,C1,C2,BGmedian,A_e,A0,A1,A3,S3,G,sigma_psi,M20,H
0,egs10142,-0.00129962,0.00697791,33.72532166,30.5138578,33.81699124,30.55462604,6.66216402,1.12912744,0.94677545,168.94898528,0.03557691,2.87240586,1.12000822,4.86153196,32.68419484,29.7340901,0.02642848,3.23319296,1.15493101,0.99999991,60.42269013,2.48875991,1.0,1.33966702,1.76116907,2.18536004,2.62716161,3.10889058,3.65832293,4.28112553,5.00275349,0.50456109,0.27972231,0.27072315,0.00277726,0.29111311,0.00091469,0.20053472,1.0137166,0.57253951,0.3911745,-1.21084949,0.77714779
1,egs10158,-0.00166708,0.00547887,30.62409329,30.6350655,30.89548334,31.35177732,8.79049792,1.51805697,1.1815753,102.94250011,0.03145104,3.5243047,0.64012817,6.92805665,29.80869284,30.12428934,0.03817113,3.75272199,0.69743955,0.54189118,104.91087034,2.88902811,1.3021667,1.80159383,2.27010482,2.75215119,3.30498811,3.95501174,4.63141123,5.40000665,6.38790057,0.47673741,0.28618825,0.17557177,0.0018831,0.12718076,0.0,0.06950835,1.00860714,0.52053402,0.08852006,-1.19873658,0.81073896
2,egs10209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,egs10239,0.00186799,0.00252713,29.5379416,31.5296361,30.73233639,32.03371058,17.0233509,4.82287726,3.21179299,37.40393635,0.04795125,8.21934728,1.53150421,1.72153285,29.24645053,31.28983871,0.04640109,8.12162721,1.52898919,0.67032487,39.00552153,24.03917611,2.29525421,3.33403247,4.36479186,5.67380131,6.87913707,8.11895499,9.71509147,11.64107836,13.8362858,0.54302339,0.30348556,0.04014354,0.00010493,0.24006591,0.12914277,0.05935013,0.14859364,0.53302046,0.12398826,-1.70848853,0.77668013
4,egs10252,0.00112459,0.00245379,31.5280548,25.49603182,33.95533972,25.65745576,16.36056462,5.61409518,2.76709207,11.66009876,0.08032792,7.37396942,0.54781535,8.41855176,31.94369854,24.65138415,0.08177306,7.63255168,0.67579442,0.42427881,12.50407625,19.58655808,2.9609128,4.14290858,5.30046217,6.21135725,7.24152225,8.33092976,9.72372872,11.2316199,13.21119854,0.43313705,0.26111235,0.03320445,0.00012498,0.36062862,0.16075571,0.13758479,0.03352787,0.46523615,0.59880014,-1.29228695,0.87752716
5,egs10265,0.00135706,0.00566185,29.51698038,32.52891054,30.86755554,32.30445619,16.04241227,5.7022969,2.8809863,154.46245397,0.19637399,7.20344577,0.52630051,8.73680733,29.30820063,31.59993404,0.2029162,7.38869498,0.61620768,0.44526644,148.4189248,46.54053937,2.77367368,4.14380369,5.0454209,6.0055304,7.01536966,8.03544925,9.34504274,10.83106005,12.92919752,0.41727179,0.26552101,0.03141778,0.00012136,0.2722916,0.15765567,0.06917221,0.0668381,0.48130217,0.35586116,-1.44083748,0.84599013
6,egs10286,0.00021257,0.00239284,32.51024215,29.508572,33.09501678,29.68853978,20.73851057,1.46480814,1.24265371,151.3542691,0.00667452,8.96356691,0.66848684,7.14150662,32.03843786,28.47062744,0.00727893,10.33045726,0.62649351,0.6000253,166.62376626,4.35979112,3.44166253,4.82996437,6.1809223,7.39204906,8.74071178,10.11435511,11.5797406,13.52160417,16.5487012,0.44708429,0.27721711,0.28410494,0.00054824,0.2510668,0.0,0.21729481,1.09051081,0.46043988,0.68104241,-1.36523835,0.91167022
7,egs10298,-0.00180974,0.00544977,31.50589746,29.56501133,31.77436089,30.49195886,10.99167871,2.39762882,1.62960733,25.42834445,0.02672581,4.55854588,0.76745523,7.25269741,30.80858769,29.44875967,0.02345597,5.73179722,1.15447553,0.46807184,29.92815022,3.72946709,1.7666982,2.39895789,2.94424449,3.56249208,4.21424963,4.8781554,5.8298022,7.03892386,8.3922729,0.46748364,0.29915934,0.16922547,0.0014543,0.13770535,0.0,0.13017001,0.86209241,0.44655192,0.1348568,-1.36781811,0.83288267
8,egs10315,0.00206662,0.00593175,32.52658739,29.54124586,32.79999718,30.37733829,23.20599289,3.60275341,2.05317081,108.19072377,0.02852023,10.20448166,2.0137121,2.84256285,31.75197596,29.4252903,0.0315417,11.5342429,1.72115437,0.41740911,108.25648879,21.88972724,2.12597063,3.58269484,4.9340384,6.39171148,8.14001489,10.12063813,12.33472238,15.11611365,18.53048505,0.62523033,0.35726159,0.13570273,0.0002705,0.1059496,0.00885751,0.07953603,0.08218089,0.53541483,0.17457224,-2.05688908,0.73329534
9,egs10429,0.00102754,0.0024142,30.51738144,30.55990837,29.83054115,31.07223089,13.40005811,4.66413581,2.65444115,16.18822391,0.08441447,5.86227046,1.0541419,3.80769776,29.98428205,30.35727629,0.07456247,6.15832211,1.52382402,0.52187029,16.45548111,17.28235643,1.75671564,3.0626512,3.67811947,4.38012201,5.33647978,6.24880534,7.41074239,8.82392416,10.51983759,0.45956423,0.29475417,0.02504652,0.00013919,0.24173455,0.14378835,0.13618397,0.11853011,0.50356486,0.14591676,-1.57896895,0.78595412
10,egs10440,0.00025376,0.00563691,31.5456245,31.50691594,32.25061831,31.73193101,9.62678766,3.68370811,2.83723392,23.28235766,0.09238425,4.63556978,0.71730122,1.92567445,31.38880752,30.73100063,0.09773471,4.55032314,0.73283358,0.74605418,22.68813891,14.07583063,1.55659256,2.33870303,2.97854743,3.58650457,4.19522233,4.82134474,5.47955952,6.30912916,7.54064564,0.43099434,0.25465355,0.06372547,0.00039877,0.16396793,0.05237522,0.05844261,0.19616812,0.47178707,0.10025079,-1.4079328,0.83361459
11,egs10464,0.00269859,0.00606452,25.50891469,31.52853285,29.25866044,32.01644928,32.25863351,6.48615987,2.05373207,178.50519773,0.04251333,15.53707365,0.6144501,6.31147519,29.00314657,31.00876748,0.04104643,19.43020928,0.66305936,0.21338505,176.4763198,29.5501858,5.82717163,8.09571364,10.38160903,12.59779911,14.92067313,17.38437966,20.05996882,23.14092704,26.55579391,0.45612561,0.25037087,0.10008378,0.00020505,0.17132087,0.02018925,0.08776233,0.02509209,0.3668067,0.55924922,-1.40712959,0.91667803
12,egs10469,0.00118339,0.00252896,29.50291864,32.52575903,29.56706988,32.96370467,12.39154788,2.14809193,1.9977615,153.76108463,0.01688499,4.92045078,1.1116191,5.30604771,28.56646013,31.9446134,0.01721536,4.97708834,1.02516067,0.86008006,154.48384239,4.07554348,1.65779558,2.44854381,3.19023759,3.91659002,4.6579648,5.51651682,6.52692818,7.95252431,9.81099585,0.51159713,0.32351689,0.15085477,0.00061882,0.08883512,0.0,0.08659828,0.71533475,0.53623159,0.10882372,-1.76531852,0.82917519
13,egs10496,0.00081672,0.00251097,31.54941669,30.50335362,32.60048346,31.33170407,15.59392874,5.90101937,2.84700373,75.30697326,0.08349217,7.43832414,0.58616908,3.11786691,31.29033086,29.68085528,0.09887987,7.60801299,0.58402018,0.37562246,78.49868532,19.77439042,2.52875795,3.90598136,4.95009669,6.05605044,7.02186079,8.09023206,9.07986202,10.60557054,12.44065985,0.43380387,0.2483912,0.02557259,0.00012665,0.220409,0.11218889,0.06061469,0.04460554,0.44159247,0.31912217,-1.15968231,0.88996016
14,egs10497,0.00068672,0.00224657,27.52438919,28.51948485,28.37784731,30.90844753,19.39854805,4.79523268,2.54269948,75.79808795,0.03445361,7.22485581,0.68131694,13.75869369,27.0385674,28.34630594,0.02768904,7.95005673,1.31055317,0.44060155,79.80374517,9.72600164,2.55316476,4.18171147,5.09748706,6.2607838,7.24601137,8.52030865,10.05796702,12.15534534,15.18201282,0.46341324,0.32123034,0.08340568,0.00023048,0.48277489,0.20391826,0.18479474,0.13312099,0.58933571,0.25301186,-1.65286239,0.81829268
15,egs10498,0.00055833,0.00214819,29.51347546,30.54325898,29.20642555,31.75116399,18.08740118,5.71157776,3.06200402,179.29332045,0.03348349,8.1665322,0.66988663,3.66289707,28.55296481,30.51314147,0.03553419,8.55243573,0.68327259,0.45258059,179.48790011,11.35776541,2.98399358,4.28747336,5.49007061,6.7227902,7.81685396,9.07068889,10.37998833,12.12474905,14.43850682,0.45147132,0.26649028,0.05055619,0.00018879,0.30190061,0.15520723,0.09176178,0.05076865,0.4652566,0.37044826,-1.56517349,0.86114008
16,egs10517,0.00055992,0.00677366,30.00937675,32.99431899,30.45093611,32.8180738,18.47617938,1.13127668,0.75264145,168.74250127,0.02331866,6.45362905,0.83416406,14.41878694,29.60126404,31.64776298,0.01906069,7.95361363,1.08648934,0.52126221,172.63248624,7.19764229,2.2943895,3.33653502,4.38256544,5.45720799,6.75708365,7.9753536,9.9321923,12.09762661,15.01461411,0.55940449,0.34675488,0.31397583,0.0009391,0.28521354,0.0,0.36691106,0.91569479,0.53640918,0.36541916,-1.68302916,0.84771509
17,egs10529,0.00030232,0.00418564,30.53268187,32.5285151,32.88506651,32.50268871,18.74825399,6.73301971,2.82599882,145.11639131,0.0150253,16.99999937,1.62656943,25.3150311,31.6846038,31.2623122,0.05760135,9.95095255,0.49483902,0.32659925,145.69954663,16.21824795,3.38742562,5.093639,6.32767035,7.7980959,8.96529794,10.29572859,11.50050653,13.01181165,15.08048657,0.40730961,0.22585063,0.07261594,0.00025758,0.32260416,0.1332918,0.1276054,0.16302764,0.43131562,0.39599714,-1.33178789,0.87241605
18,egs10546,5.181e-05,0.0024573,22.51274757,25.52225566,22.91928431,26.03123517,19.94820983,1.4036101,1.19260049,39.92801609,0.00108294,15.21202646,1.54058578,43.80339292,22.05917272,25.69962788,0.0003692,90.50598593,2.13808418,0.22027828,22.93555414,2.18768303,3.20802208,4.96187089,7.31230425,9.72277924,12.70390267,14.28191558,15.29841461,16.40606244,17.60084554,0.5193589,0.14159637,0.35089162,0.00112145,0.42498564,0.0,0.73851629,1.00073452,0.41106771,0.81677936,-0.40614249,0.87966778
19,egs10550,0.00078453,0.00655187,30.65208985,31.09054144,30.75988976,31.32167061,17.22663418,1.04192917,0.87746443,134.68497379,0.01334462,6.40101311,1.45190352,9.38940218,30.06742134,30.18494501,0.00911538,8.42389437,1.96784103,0.70976151,128.92301013,5.9208262,1.65351715,2.65848999,3.75789843,4.81888422,6.05072128,7.29718121,9.55599202,11.7298621,13.98394276,0.64465788,0.36382249,0.40349605,0.00110416,0.28223014,0.0,0.3340972,0.92366557,0.55570074,0.26368351,-2.27034859,0.79987533
20,egs10575,0.00128008,0.00584965,32.4969424,34.50934448,29.98296275,33.61634352,17.64205288,7.01521127,2.76768221,36.33716644,0.15181746,9.06753292,0.49999998,15.8524618,29.07622755,32.30159888,0.19748191,8.99858019,0.42391044,0.29059274,33.14353224,40.16290196,3.45937389,4.93712602,6.15739851,7.01935511,7.9641565,9.16726024,10.42220624,12.04429696,14.04021407,0.38730724,0.24623394,0.03265329,0.00014527,0.2622816,0.13420769,0.08537973,0.10439288,0.41583216,0.81772834,-1.02219198,0.81679754
21,egs10608,-0.00066311,0.00237382,32.54040093,29.55218485,32.81108663,30.23796507,9.5484273,3.64681707,2.68024869,1.90870563,0.06731694,4.25062419,0.62968839,3.42564938,32.4253464,29.25264194,0.07257814,4.51445188,1.03282153,0.52748314,3.14849348,8.13784836,1.61944165,2.46892898,3.08320571,3.56941863,4.06602218,4.6869974,5.42378438,6.26797716,7.37973391,0.40461881,0.25887096,0.02912348,0.00029031,0.25956415,0.10012177,0.06537121,0.21871065,0.42650125,0.5958094,-1.13274337,0.81610476
22,egs10629,0.00091019,0.01003642,27.52790501,34.53229455,28.09760208,34.86934158,16.12572556,2.65073902,1.69802207,155.97001766,0.05362154,5.59172499,1.28658122,8.12420136,26.66264804,33.83124164,0.05863894,6.0896724,1.03497931,0.51015787,158.47812741,13.34173219,2.04499058,2.87221129,3.7630238,4.55327661,5.40381349,6.57943758,8.07098235,10.16036463,12.88573084,0.54869291,0.3774087,0.21627875,0.0007499,0.33193953,0.04049851,0.27492132,0.70999202,0.57405037,0.57360718,-1.73735017,0.74725917
23,egs10653,-0.000164,0.0037708,29.5523673,32.5349199,29.85381452,33.20290423,13.01913604,4.04463126,1.79666845,133.36907358,0.03134438,6.43257681,0.83915639,1.54300477,29.02830266,32.01845698,0.03633509,7.08840119,0.8679025,0.30362394,132.29517822,5.53536357,1.80033937,3.20540881,4.06475926,4.84918963,5.91550705,6.70401526,7.81897644,9.10182145,10.60715528,0.45324489,0.25360695,0.08852989,0.00067838,0.13516456,0.014985,0.06286262,0.23091674,0.42755736,0.16172864,-1.40864728,0.81673586
24,egs10655,-0.00159036,0.00895027,27.50570375,32.5508163,27.70073987,33.02353562,12.18572507,3.67520751,1.97003099,169.69538287,0.14776201,4.5433335,0.50000569,43.3053649,26.84590598,31.85585322,0.08463113,5.79304774,0.43673771,0.40589221,170.33263026,10.13875198,2.20443188,3.03936888,3.70226668,4.48269933,5.22545331,5.8541696,6.97205072,8.00566641,9.46776102,0.42061408,0.25812332,0.12958529,0.00087883,0.32228844,0.05194192,0.16958529,0.64608576,0.49908124,0.62496449,-1.06506899,0.81245082
25,egs10671,-0.00100187,0.00762452,31.64986709,31.64364437,32.25396166,32.21716363,12.44288304,1.71489929,1.18737124,133.5896834,0.01780079,5.79488062,1.70256617,3.57009874,31.32002954,31.14281941,0.02143105,6.84884891,1.32432164,0.40067592,129.99604881,4.66010665,1.54841801,2.26270259,2.88511274,3.71480988,4.66139346,5.68721776,6.95382119,8.17806493,10.04226156,0.55802308,0.33331577,0.25122348,0.00162832,0.15056781,0.0,0.08942776,0.91636294,0.51625666,0.21557155,-1.6062849,0.81134921
26,egs10677,0.00178746,0.00259413,34.49942672,32.502593,33.90951016,32.42725396,16.25033475,3.75458066,2.67323189,11.28741672,0.03033185,7.5677581,1.25211549,2.94393111,33.45781918,31.6033044,0.02093469,9.16407734,2.00292747,0.6703073,11.05376836,13.78007167,2.16258841,3.13475897,4.00197131,5.16917332,6.43134373,7.59959888,9.23708675,10.87584035,13.03592716,0.54025867,0.3068402,0.06883862,0.00018786,0.22809529,0.05365702,0.15496707,0.07854174,0.51446898,0.11566785,-1.43271599,0.76819136
27,egs10680,0.00090988,0.00418539,31.53342807,32.52787759,31.94371326,32.89438146,15.41362072,3.44697786,1.81518841,124.77013231,0.01717606,7.1999584,0.85929044,2.08004279,30.80554281,32.04145467,0.01674595,8.80201888,1.06963876,0.34751498,123.38744139,4.65575451,2.15789398,3.26167,4.49939785,5.34031117,6.54686121,7.77993049,8.91836192,10.47144735,12.17216352,0.50656669,0.26933464,0.16548886,0.00089637,0.15986323,0.0,0.06546342,0.68943312,0.43272025,0.39792164,-1.57237583,0.85461209
28,egs10701,0.00736288,0.00436331,31.52469657,30.52448658,31.61746126,31.82026821,18.53278295,5.25275796,3.3788792,110.88494631,0.40775242,7.2093788,0.50379083,29.73136164,30.54287867,31.10421303,0.42710849,7.78943202,0.52453225,0.51507781,110.12034486,126.99653566,2.8758058,4.28070631,5.4088805,6.31450499,7.3075175,8.49933047,9.80275589,11.8131177,14.26927311,0.4408491,0.29063199,0.01218684,3.43e-05,0.26239931,0.14120404,0.02892516,0.00116578,0.50259383,0.43693404,-0.9550448,0.82806911
29,egs10704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,egs10707,0.00109687,0.00243754,30.5401489,33.52190694,31.25257561,33.81833812,10.52269233,2.42611568,1.89993082,160.77531141,0.01830556,4.74716115,1.01846341,1.21715773,30.28542001,32.70046075,0.01919858,5.00121687,1.07065427,0.65141398,161.13065892,3.29140617,1.49302913,2.16901845,2.81230961,3.47350866,4.20747044,5.0392423,5.8862279,6.8179278,8.02865841,0.49738915,0.28062191,0.10876759,0.00073761,0.06760654,0.0,0.05302769,0.45671514,0.476129,0.10112672,-1.50719464,0.82226373
31,egs10711,-0.00074147,0.00616911,32.83362797,34.16778438,32.93239036,34.06541822,11.58617656,0.65127952,0.55782604,39.12662318,0.00251172,9.99999824,1.16451275,32.13360636,32.78101074,34.09126439,0.00271124,6.33083594,1.23390157,0.99999921,37.65565279,1.89830917,2.28850357,3.44603856,4.42661688,5.15960475,5.85775389,6.97921436,7.80998117,8.58445788,9.46296468,0.39639274,0.2082961,0.60953879,0.00323506,0.41066355,0.0,0.43658466,0.89478946,0.5734434,0.69000615,-0.55253623,0.88126901
32,egs10727,0.00038576,0.0065315,36.60778236,22.61165952,36.45076991,22.87759516,25.81838576,2.11753163,0.95095277,154.53136218,0.00755736,12.30340354,0.7906792,28.97629565,32.63715092,24.36917064,0.01412004,7.72775208,0.24016538,0.70405086,128.29855308,5.22338028,4.31482726,6.23712103,7.76095061,9.12759219,11.86568809,14.64547511,17.89364799,20.04795847,22.09044991,0.50708598,0.26991163,0.6599038,0.00124812,0.51813954,0.0,0.43213015,0.54005548,0.58619005,0.90114591,-0.87441584,0.85220185
33,egs10728,-0.00038432,0.00802922,31.99587685,33.0096335,32.01993285,33.3181483,9.77122753,1.03113473,0.75461479,105.35925345,0.01515811,5.33309475,1.44043849,4.65377824,31.14786747,32.21565086,0.01740503,6.16778736,1.12093038,0.49141025,105.34699859,3.21940417,1.55889609,2.14092195,2.67508791,3.39067185,4.24754851,4.91776896,5.79807419,6.94122912,8.05030611,0.51083555,0.27767405,0.29325898,0.00248085,0.2381413,0.0,0.17321966,0.91606967,0.44365184,0.16808133,-1.1430863,0.81733225
34,egs10746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,egs10759,-0.00133533,0.00646547,32.3557424,35.7117893,32.32030757,36.42033122,13.03094291,1.67301383,0.71531549,173.65395693,0.01108228,6.80061418,0.50000006,11.43444336,30.22707777,34.60071286,0.02031279,1.29077747,0.1636239,0.64759552,13.14437689,2.24715225,1.8699865,2.89932691,4.2562628,4.93121471,5.82301824,6.7327293,7.66983063,9.23253848,10.80918964,0.50302394,0.26864499,0.52203768,0.00286338,0.29014879,0.0,0.25456124,0.594613,0.56371869,0.56815471,-0.99851087,0.85195057
36,egs10803,0.00247281,0.00263754,31.51820188,31.55823559,32.54718374,32.24057143,11.42568097,4.69535542,3.04479945,2.67364315,0.28491173,5.11784467,0.78793641,2.3540713,30.92522264,31.35022119,0.29983747,5.34888506,0.89253714,0.51945336,4.4407113,45.8077844,1.52241243,2.5901953,3.3848909,4.03015556,4.76548925,5.56924316,6.45768523,7.58344402,8.96378863,0.46653397,0.27438411,0.0081388,5.735e-05,0.15303718,0.09271731,0.02188134,0.05048103,0.45698583,0.07116636,-1.44728092,0.83532105
37,egs10807,0.0005646,0.00256768,30.50315716,30.53306396,30.644329,31.26332864,12.68307979,2.96415231,2.68887362,12.90947634,0.0174353,6.12830822,0.8302528,1.48773812,29.58508948,30.23309172,0.01805021,6.01033869,0.85609045,0.88856278,16.04129152,5.63968163,1.94094007,2.88006976,3.77208396,4.63470883,5.46267076,6.39894222,7.44454963,8.53435736,10.02190703,0.47176782,0.26354534,0.12025133,0.00045435,0.09678405,0.0,0.06050919,0.67358599,0.46623181,0.1158581,-1.62590768,0.85990964
38,egs10816,-0.00054787,0.00642061,29.13657101,34.11654122,29.27252526,34.05490383,10.25778932,1.01404669,0.65747618,151.16849445,0.01410417,4.82982494,1.51774388,7.92791373,28.10146449,33.10240705,0.00507708,9.14628919,3.17763319,0.48493279,129.96349194,2.40784474,1.26079186,1.8681508,2.48724247,3.21518355,4.10973335,4.99071028,6.02827647,6.97490002,8.50246736,0.57212606,0.31573133,0.33217349,0.00264889,0.07586976,0.0,0.13227226,1.02837862,0.57457925,0.5294914,-1.32438486,0.77867948
39,egs10820,-6.083e-05,0.00404491,28.57038395,30.50988298,29.52198075,31.016567,11.36587464,2.8775698,1.72424068,87.86172207,0.03464167,5.24462859,0.54043015,5.65196796,28.59381943,30.25690964,0.03949363,5.75918754,0.5144225,0.43668134,87.75921447,5.1154819,2.20339262,3.01843474,3.8112434,4.49161498,5.13795212,5.87969995,6.8729754,7.96317366,9.3535702,0.4213044,0.26018736,0.10553471,0.00078775,0.20353146,0.01637435,0.11606302,0.5789394,0.4063596,0.23298672,-1.23659468,0.85429959
40,egs10829,9.459e-05,0.00233266,29.53932401,28.55905462,29.64776967,29.52230268,11.42983678,3.45662465,2.01411919,145.32888619,0.04762418,4.52108371,0.50001004,28.25172477,28.88309822,28.36093624,0.04206509,4.7661359,0.42760734,0.45317806,147.17195898,3.82049361,2.00883844,2.81322896,3.44957937,4.05887283,4.73336974,5.51583711,6.33212219,7.23558935,8.62872376,0.41026883,0.26077614,0.08551503,0.00060775,0.22889519,0.05865481,0.10395171,0.4703308,0.49707512,0.18941428,-1.09217307,0.84533673
41,egs10834,-0.00060024,0.0057621,29.53913159,32.55741287,30.0056083,33.29813291,7.24781422,2.07618394,1.75978477,84.53306044,0.0583153,3.10208421,0.64152843,11.26942151,28.87463062,32.28842927,0.06110157,3.06881428,0.94395035,0.72963241,78.94545934,4.55666079,1.24907993,1.70815203,2.07801309,2.42997197,2.802907,3.26821602,3.93147784,4.7160553,5.73263267,0.44105237,0.31074543,0.1128809,0.00125451,0.12237205,0.0,0.03589969,0.76957437,0.52317544,0.23198858,-1.24850357,0.78138607
42,egs10870,7.695e-05,0.00921568,29.52090785,31.5315358,30.26677309,32.25558549,7.83489824,2.79006089,2.16407288,33.60334526,0.17518292,3.3963784,0.7533333,7.92417064,28.21172017,30.54378329,0.03962668,6.85414256,3.90277275,0.70622102,24.84929231,14.98384096,1.12465421,1.50446781,1.93852992,2.42374506,2.93619819,3.44930997,4.04016874,4.94223065,5.9114711,0.51654011,0.3039102,0.06417064,0.00060917,0.4664653,0.13808867,0.0569512,0.40286383,0.60109659,0.4123797,-1.55191809,0.7134921
43,egs10877,0.00050466,0.00231288,30.54170931,30.52919424,30.13360058,31.58229123,16.39116698,5.5216836,2.61295245,156.626661,0.03500858,7.07845623,1.48768007,7.66537635,30.19146279,29.84629748,0.04320814,5.5888778,1.42181373,0.54301829,168.05229041,9.35140784,2.08576661,3.21383444,4.32219513,5.06185778,6.18886131,7.33803315,8.92696571,10.8571347,13.01751858,0.52869173,0.32291746,0.06798006,0.00024655,0.20609475,0.08175236,0.30859766,0.06946017,0.63254507,0.11385377,-1.79182093,0.75959121
44,egs10890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,egs10905,0.00170094,0.00556485,29.54666685,31.53065061,30.06256511,32.26673599,14.65805623,1.79439753,1.08726003,61.85410499,0.05742585,4.27053312,0.50000584,154.88180019,29.31111854,31.62238794,0.0529798,4.59297223,0.33525151,0.42094989,67.94903877,4.61526528,1.9175873,2.7986636,3.57967044,4.23212717,4.83219526,5.63613738,6.75724365,8.5937769,11.19775982,0.48723338,0.36498667,0.22319642,0.0012008,0.16223213,0.0,0.1956993,0.55695494,0.57526944,0.37016902,-1.22105733,0.79720651
46,egs10915,0.00036197,0.00424378,28.51168721,31.53193762,28.80481864,31.87904338,14.14020859,2.37561072,1.26349973,3.29399006,0.02077991,5.58922247,0.61526083,14.15717173,27.88648749,30.8462279,0.0204457,6.04137013,0.71503671,0.45015951,1.49449778,3.40200035,2.20395467,3.06910771,4.00285423,4.78612287,5.58365961,6.7566868,7.92111868,9.56218521,11.35231103,0.49354502,0.30816535,0.25320447,0.00124308,0.16618001,0.0,0.07213428,0.61966795,0.51417093,0.30384152,-1.37590275,0.85577011
47,egs10917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,egs10925,-0.00058059,0.00382067,30.50634331,30.55219321,31.48996249,31.54655621,12.58558879,3.73851685,2.5163934,17.04537237,0.036143,5.61973294,0.78293253,13.84745828,29.38937627,30.28163192,0.0126717,10.26546208,2.22034137,0.55558175,10.56129448,7.41983143,1.94350349,2.75680973,3.43738627,4.17947542,5.20055202,6.26222323,7.33302512,8.88391713,10.03891746,0.50819771,0.28563744,0.09830072,0.00051318,0.32439273,0.0880987,0.11887619,0.19835823,0.47473149,0.1326309,-1.54304986,0.80346374
49,egs10941,0.00042575,0.00251363,29.52408972,32.53733748,30.15595961,32.10404851,13.78456367,4.7869127,3.2027181,90.12814285,0.0399787,7.02601064,0.79092656,3.00462934,28.95123902,32.30536612,0.03144487,7.67758599,1.25418668,0.65551176,82.06672978,12.08373569,2.16572178,3.38067643,4.35332496,5.25831254,6.23277089,7.1478631,8.19677721,9.47471645,10.85533406,0.44756262,0.24096203,0.04661295,0.00020752,0.25861712,0.12643819,0.07789435,0.30604376,0.46794009,0.10144588,-1.54991655,0.84201169
50,egs10970,0.00144108,0.00461776,30.5190032,29.50970878,30.79940188,29.53577114,11.09674336,2.54680168,1.46846467,108.72411339,0.11891138,3.82950277,0.50000127,78.90046887,29.67228499,28.88103919,0.07289232,4.92168895,0.89692174,0.36641786,107.46959977,6.9924826,1.68185343,2.35902851,2.93541159,3.49089482,4.15851566,5.14249356,6.10142084,7.33020096,8.78499033,0.49238269,0.32480295,0.075436,0.00065639,0.26409557,0.03241095,0.08496388,0.22019335,0.5262753,0.26115042,-1.03988611,0.7755846
51,egs10981,0.0003596,0.00415376,29.52734861,32.55722816,29.95437387,33.23643661,8.49742717,2.04229643,1.79775021,44.64726982,0.01660541,3.716526,2.70563724,3.81427509,28.90708251,32.22003365,0.0184814,3.72825735,2.10580592,0.74551162,38.9634518,2.54216481,1.13271,1.60603042,2.02619582,2.44444073,2.90924452,3.53168725,4.31728976,5.15007236,6.28744696,0.50605956,0.33469411,0.18529773,0.001622,0.1292299,0.0,0.10587616,0.51883138,0.55702292,0.26834174,-1.53528914,0.74827734
52,egs10988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,egs10990,-0.00010576,0.00226988,31.54557513,29.50828941,32.17284553,29.29572193,12.08700484,4.4714427,2.84167393,85.35692607,0.04182452,5.87400792,0.8462199,2.68759796,31.14341879,28.74062512,0.03802926,6.72780495,1.29665985,0.47370733,84.03874721,8.79606396,1.95043095,2.808334,3.55973642,4.44541582,5.44377584,6.30871311,7.2364562,8.4801652,9.84758417,0.47995555,0.25742947,0.03774046,0.00025722,0.10814856,0.03199214,0.0231952,0.21402244,0.40629395,0.19219561,-1.52718017,0.85005395
54,egs10999,0.00089591,0.00544776,31.54303697,31.53013269,32.03352419,31.77616968,12.5064437,3.03296463,1.8678552,125.64811285,0.03721209,5.18417765,1.01415763,4.55450981,31.13926327,30.89345637,0.04021638,5.79523704,0.94896599,0.45108758,124.83969027,6.55259325,1.73934902,2.45763869,3.13688185,3.92326015,4.74912237,5.63794928,6.67970396,7.72803645,9.62698612,0.49755113,0.30687699,0.14374192,0.00082776,0.07257853,0.0,0.049573,0.4682826,0.50333551,0.08704082,-1.39015531,0.80298105
55,egs11002,0.00059619,0.00235013,29.50494377,24.52447589,29.5290264,30.76599994,23.60521666,8.14004648,2.81802651,92.94336763,0.05285116,11.75995634,0.50000001,8.6434025,28.68314083,29.36006038,0.07391397,11.41121317,0.32610084,0.2849607,91.23192249,23.69501024,3.783985,6.04738149,7.42111519,9.02574563,10.31769753,11.98874829,13.74434252,15.87715046,18.66753885,0.41920519,0.25750427,0.03966122,9.904e-05,0.34759309,0.21733595,0.11725534,0.05293699,0.42141565,0.39967895,-1.30497892,0.88149739
