,unique_id,skybg,skybgstd,x0peak,y0peak,x0col,y0col,Rp,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,C1,C2,BGmedian,A_e,A0,A1,A3,S3,G,sigma_psi,M20,H
366,egs14979,0.00386035,0.00938662,31.53594108,30.51759378,31.59713193,32.10356482,16.8483263,5.79056224,4.71300114,112.43756249,0.26169766,8.5527005,0.71481179,2.50981996,31.08309273,30.14913305,0.24357567,9.19151145,0.84321666,0.72871443,127.75684014,140.63629713,2.90175099,4.21268825,5.39188772,6.51390669,7.61460562,8.94393916,10.17702252,11.70015997,13.42172209,0.44363248,0.24616083,0.03375046,6.666e-05,0.27494282,0.16228237,0.06447812,0.03606483,0.45413267,0.22395671,-1.3757949,0.84900263
367,egs14997,0.00075898,0.00411915,32.51707381,31.53655312,32.18224809,32.42515015,9.94866226,3.96154347,2.5818824,135.36521933,0.10296619,4.56275473,0.88923682,3.1664075,31.74471643,30.95648198,0.10788369,4.42757395,1.00126267,0.6217086,137.5233764,13.29201213,1.29521378,2.17080126,2.92877907,3.4952567,4.0609354,4.79643382,5.57167232,6.38150181,7.42379266,0.46830283,0.26199975,0.03867526,0.00030829,0.18190077,0.06936463,0.0467973,0.13498178,0.50239271,0.10067331,-1.49021523,0.80998767
368,egs14999,0.00075532,0.00546024,29.52904489,32.55716723,29.79853411,33.10597201,2.99170309,1.69690614,1.56234652,79.23777023,0.24991858,1.9473669,0.66421368,9.43855618,28.75196604,32.09781322,1.55002575,0.99999974,0.7104711,0.99999485,57.63956764,12.10112533,1.0,1.0,1.0,1.175932,1.41053817,1.6979621,2.07514707,2.62631342,3.44378718,0.41934655,0.38765146,0.04694118,0.00044211,0.07391329,0.0,0.01377676,,0.60832184,0.22220378,-1.22560241,0.53654754
369,egs15003,0.00205334,0.00519028,30.55073545,31.53597575,31.18595444,31.88467746,7.5555805,3.40727014,2.52109028,136.74121378,0.55849826,3.04100733,0.5000283,30.45446823,30.0993792,30.94295826,0.41921976,3.33708274,0.66373159,0.59669107,130.82034848,25.97966984,1.37263153,1.84881866,2.29493941,2.73166597,3.17546396,3.64210957,4.15079335,4.74322453,5.56360153,0.40917937,0.24354883,0.01647792,0.00019825,0.11782985,0.03747541,0.00803372,0.10326335,0.47748128,0.06317294,-1.27653352,0.76702126
370,egs15005,6.054e-05,0.00535027,30.57501827,31.53504593,31.41886721,31.99447932,6.13026031,2.5072914,2.19839124,70.73494909,0.14700591,2.43958175,1.68696304,1.55058296,30.44969968,30.96276278,0.14982862,2.58955907,0.89279343,0.78651507,79.33126091,8.25853481,1.014466,1.34387975,1.68327664,2.03997431,2.42533507,2.8607475,3.39420908,4.06643528,4.86531735,0.48085345,0.30233943,0.04535534,0.00064069,0.07316265,0.0,0.00856824,0.20977453,0.51175115,0.03472423,-1.2802622,0.71302036
371,egs15030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,egs15035,0.00171728,0.00429675,30.52773618,34.50895822,31.62493947,32.8836485,21.45633563,7.11662345,3.55140568,89.65787616,0.09692875,10.19954482,0.67103091,7.85987177,30.26091257,32.97559708,0.07899703,11.02531492,0.89659805,0.50574682,90.11728352,47.07128251,3.66643615,5.33137503,6.69488382,8.01556833,9.71177311,11.45251806,13.23909595,15.2852495,17.54291833,0.4574333,0.25680331,0.04958936,9.116e-05,0.33871874,0.24500315,0.11643618,0.03064552,0.47230034,0.31176109,-1.79210512,0.832594
373,egs15036,0.00645394,0.00706329,28.51765558,31.55577227,29.03348488,32.37857061,21.63274548,4.48663325,3.15801958,5.67816928,0.10168093,10.64739868,1.73186751,4.45545527,28.02441951,31.46634748,0.0746298,12.96309265,2.24374479,0.65955465,3.99868578,97.81944831,2.30216064,3.5555655,5.04245202,6.42191061,8.01607522,9.96242948,12.15222303,14.54206408,17.30115729,0.61171737,0.33411337,0.0483686,7.211e-05,0.13317584,0.04819705,0.0845949,0.05696607,0.5238334,0.11542893,-1.89625596,0.65606342
374,egs15039,-0.00131037,0.00608551,31.58106838,31.50101495,32.44202936,32.15255682,16.39072118,3.43252716,1.33439218,85.79608252,0.01960669,9.67187382,0.93173494,5.3237634,31.4460228,30.80859612,0.02795081,12.20917158,0.80448616,0.20948847,88.97422475,7.6110074,2.05263248,3.24043068,4.7217338,5.8018031,7.23039342,8.50681124,9.90393684,11.22830115,13.05216828,0.53971132,0.25652074,0.11522438,0.00079768,0.10360262,0.0,0.07691313,0.75495879,0.29683873,0.53588709,-1.35326964,0.8551327
375,egs15045,0.00273189,0.00614736,22.52544661,36.51288768,26.66519013,34.90205847,40.56311403,5.68896841,1.7511705,156.06758804,0.05148325,20.41238523,0.7144418,12.15039122,28.28311277,32.18942642,0.06657013,18.84706809,0.50443489,0.2874794,163.72167581,62.03699243,6.70507696,9.9254627,12.95754568,16.11528451,19.37434748,22.63235464,26.27544557,30.33412635,33.91164004,0.48518073,0.24312171,0.08816323,9.901e-05,0.54316416,0.27836764,0.29609015,0.05840404,0.50326048,0.81348018,-1.06358543,0.84595897
376,egs15051,0.00138672,0.00635802,30.53577534,31.50207093,30.95393559,31.57503739,6.6127702,2.50457268,2.09798632,28.46432328,0.17445284,2.68129061,0.50000354,27.36572382,30.06071345,30.51454658,0.11450169,2.99846223,1.06714176,0.71569554,23.6807801,7.54202308,1.11006033,1.5444513,1.96875559,2.38734454,2.80404276,3.22326665,3.66728405,4.2057867,4.99353593,0.43507302,0.25062355,0.05429897,0.00083551,0.08064887,0.0,0.01525917,0.42882652,0.46425096,0.07354342,-1.22867264,0.75332034
377,egs15054,0.00202758,0.00589394,33.50687459,32.53193987,33.0519952,32.14933658,12.88093966,5.26035393,3.79240251,1.28434278,0.14419893,7.22453872,0.49999999,11.56452852,32.49951946,31.44423269,0.1761287,6.66010003,0.41118976,0.66703131,169.22840505,41.53243955,2.57425202,3.94420548,4.77667775,5.5368792,6.34052108,7.18437997,8.06558279,8.9989676,10.07465523,0.35823316,0.20110524,0.03555206,0.00014159,0.38924624,0.25823827,0.20747735,0.09345644,0.4290606,0.21149136,-1.11872028,0.87235008
378,egs15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,egs15077,0.00110013,0.0071836,30.52500452,31.54502134,31.73612652,32.33602783,10.24203477,4.1838237,2.33868597,20.4855999,0.17194072,5.09732501,0.50000005,3.30612934,30.4533198,31.3083314,0.20436247,5.38871554,0.43108398,0.41558832,19.17357799,21.004118,1.92201532,2.77102018,3.55310853,4.24346944,4.84713866,5.45258354,6.17717583,7.14535768,8.17957908,0.41138428,0.22724551,0.03628599,0.00034043,0.14895741,0.03691731,0.02244171,0.18782947,0.39420421,0.30314806,-1.04001196,0.84997378
380,egs15101,0.00131351,0.0029364,29.5377708,30.53988056,29.88457657,31.41986466,11.21255771,3.8630478,2.72846566,146.52867212,0.0906194,5.1108504,0.7208127,2.77408237,28.99199228,30.07926181,0.10503812,5.07331382,0.68705742,0.59889331,147.18973112,15.73365692,1.81431875,2.87326849,3.50320244,4.06385658,4.71857312,5.54542442,6.46213206,7.53649291,8.98704093,0.41879309,0.27980603,0.03016016,0.00018597,0.18757317,0.0791469,0.08400079,0.07880823,0.47998664,0.10666793,-1.39988252,0.85361058
381,egs15106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,egs15116,0.00664747,0.01221613,36.00151467,43.50330974,36.04291755,43.58267075,45.20349349,1.73233775,0.72204126,79.67336939,0.03073513,43.99999651,1.60631345,10.47076208,30.46241343,31.87128762,0.16532043,15.74082921,0.25564827,0.48740437,75.51597191,159.48483287,6.66553826,10.5665143,13.92808221,17.48557731,20.82155497,24.298637,27.46902806,31.42146919,36.67271897,0.47329474,0.24582995,0.1270994,7.656e-05,0.34802039,0.16790286,0.10373624,0.01057065,0.59091298,0.65535531,-1.13963754,0.83084946
383,egs15128,0.00042267,0.00393476,30.50905889,32.50409104,30.83655463,32.70978463,15.61659064,3.63605334,1.82521342,51.61101582,0.02493101,7.53747804,0.5055105,3.96084203,29.84977449,31.64986758,0.02634153,7.84432388,0.51254022,0.44044985,53.84095931,6.05208739,2.782739,4.24922625,5.34704017,6.25050291,7.22530864,8.29047211,9.34661025,10.85720007,12.39436281,0.40740798,0.2343678,0.1428702,0.00064871,0.16864652,0.00241987,0.06903887,0.33103534,0.41476226,0.45497393,-1.16339553,0.89023327
384,egs15134,-0.00034737,0.00863598,30.55696715,33.54801868,31.39795982,34.20782776,10.6545614,1.66010241,1.52737975,100.39629496,0.03277467,4.20642895,1.85529446,7.48248145,30.78382249,33.15815522,0.0252048,4.90562256,2.14906408,0.83702494,79.89274814,6.63001078,1.0127225,1.4614869,2.0258329,2.73571932,3.52135591,4.24050823,4.98646418,6.3782882,7.98880611,0.63990921,0.35577196,0.26358241,0.00129548,0.31373341,0.02041591,0.25048551,0.69738953,0.61518715,0.14860427,-1.44069552,0.71116672
385,egs15175,0.00344411,0.00970743,29.49243208,28.51849955,31.19525708,31.43857541,30.53117101,7.17163332,2.25564758,59.06014545,0.07068207,13.97144577,0.61889888,7.89630632,29.60365182,29.84737185,0.06962432,15.54382144,0.6701844,0.25370088,57.70586413,40.34337406,5.16277909,7.54604908,9.50519171,11.41643219,13.27773189,15.44954384,17.96567751,21.19111625,24.93906361,0.44843421,0.27375625,0.12986339,0.00024036,0.27879681,0.11443466,0.21335803,0.19237301,0.43674732,0.53780694,-1.63542379,0.86398249
386,egs15211,0.00062521,0.00234101,30.54629235,31.51958693,31.29378556,32.03599087,10.83189251,3.58010029,3.32099619,95.78456521,0.06489445,4.35760314,0.50002535,29.65415054,30.38291176,30.89951099,0.03947477,4.79377094,0.69628248,0.91008211,95.91108569,7.63137399,1.84694323,2.64707594,3.33714914,3.97682879,4.59876062,5.30183995,6.1742944,7.14058145,8.29561581,0.43096718,0.25620783,0.06455578,0.0003059,0.11900692,0.01733054,0.03385091,0.17469352,0.47676528,0.1233784,-1.49554871,0.85578342
387,egs15217,-8.309e-05,0.00241931,31.52103698,28.54966508,31.91517076,31.44251398,15.50809203,5.54211486,2.95641241,92.78834993,0.05272827,7.18825652,0.63037283,5.72045424,30.72294665,28.5359746,0.04015217,7.01263311,1.53163748,0.57679593,104.32879076,13.35410694,2.68017216,3.61126386,4.72665181,5.64881372,6.74818913,7.72550015,9.19488715,10.51985921,12.18086286,0.46435071,0.25649081,0.05215995,0.0001807,0.32328806,0.18328524,0.1730398,0.06569859,0.56561972,0.17370105,-1.65838127,0.80351756
388,egs15218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,egs15219,-0.00034192,0.00255849,30.50752044,31.50937723,30.59117324,31.65079973,4.82348759,1.82565813,1.76591073,158.1677665,0.03020391,2.0,49.97884083,106.42663658,29.58726078,30.62086219,0.07219743,1.49649939,20.99999997,0.87147452,148.9669622,2.03080085,1.0,1.11653657,1.53561323,1.85768397,2.14679593,2.42487253,2.70644466,3.00815033,3.36356219,0.43042658,0.1950087,0.04821879,0.00124385,0.01795815,0.0,0.0018131,0.54551893,0.45130567,0.36422622,-1.33659924,0.70463693
390,egs15251,-0.00100407,0.00706108,29.50633349,30.58074179,29.69951372,31.43055268,8.72192903,2.88488964,1.76943787,175.4563596,0.10917907,4.05548591,0.52045605,4.83961727,28.60240542,30.43192956,0.1322517,4.31006717,0.50474532,0.4456832,175.12790953,9.41755481,1.59898613,2.1290385,2.60155476,3.16416149,3.91150651,4.46740714,4.99885279,5.78208113,6.7978274,0.43390067,0.24002608,0.05575522,0.00074501,0.1558088,0.00964773,0.02237846,0.30576235,0.42180158,0.08300461,-1.08550373,0.8161401
391,egs15256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,egs15268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,egs15280,0.00055678,0.00259902,30.5117302,32.53771203,32.16814268,32.32562589,18.13557348,5.44401487,2.67571617,155.84647632,0.06046132,7.45333113,0.73330039,12.3298832,29.84836066,32.01493241,0.05189935,7.96793243,1.04514194,0.45748247,153.74598068,16.56737744,2.88955779,4.16422171,5.06848019,6.20211177,7.2614331,8.6727323,10.22367272,12.31275943,14.64691785,0.47082155,0.30472391,0.04791173,0.00015653,0.30071,0.16180676,0.14187551,0.17482364,0.51293322,0.19936328,-1.53988453,0.81935175
394,egs15289,-0.00099558,0.00672078,32.40262087,33.60842111,32.39050214,33.63045099,17.23481214,1.77524862,1.06772042,33.35012649,0.00979831,8.51950343,0.72086822,8.66773022,29.61347106,30.93858573,0.01719656,9.83134913,0.30156937,0.29636147,34.52255649,3.96750975,2.9016989,4.28988881,5.52614088,6.7420576,7.60963473,8.87515096,10.16696637,11.7604328,13.90760679,0.43797727,0.26188859,0.34470459,0.00168942,0.25393996,0.0,0.23164852,0.87658539,0.4188113,0.56343893,-1.04279389,0.87011603
395,egs15300,0.01176276,0.01005378,33.52331941,31.55320399,33.82069942,32.21933563,10.05392473,2.94803513,2.64079902,42.90166278,0.56817239,3.73000365,3.5505589,3.91273807,32.75200725,31.23449263,0.4107397,4.44152108,3.95751115,0.79535822,51.30164211,103.63604697,1.0,1.44479134,1.92137269,2.40645933,2.97788595,3.8572608,4.83701278,5.9978649,7.80454277,0.61819155,0.4184394,0.01346214,9.641e-05,0.05069432,0.0080738,0.01688252,0.03837341,0.59979526,0.04495629,-1.75960224,0.61466819
396,egs15302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,egs15318,0.00317896,0.00730659,33.52631141,34.50395194,34.38858212,34.85943826,23.7456165,1.54208224,1.44130953,131.28110375,0.00313422,21.99999356,1.04595019,41.72651397,33.55405322,34.23699144,0.0032568,15.84142163,1.05439721,1.00000002,142.25716403,10.10390854,5.02392698,7.83906015,11.29195537,13.90364648,15.00990577,15.84842373,16.76808086,18.10686958,20.161522,0.36357938,0.12814535,0.50744453,0.00072235,0.57558527,0.0,0.48006514,0.3070006,0.57363357,0.62100647,-0.59072845,0.87290165
398,egs15325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,egs15334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,egs15388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,egs15394,0.00030135,0.00216204,30.5589439,30.53735042,31.51183357,31.16867854,8.60682811,3.21604451,3.02916558,65.32870145,0.0677668,3.49866081,1.31085613,2.72951344,30.38122683,30.0419365,0.06452926,3.28380166,1.57837028,0.93399617,19.57595885,7.96510374,1.20252743,1.73666589,2.23053016,2.72782606,3.27372189,3.89560198,4.57046429,5.38012381,6.49582539,0.491076,0.29759256,0.03763115,0.00027006,0.07630335,0.00300559,0.01794189,0.20778924,0.52979172,0.03626326,-1.48173576,0.79000157
402,egs15407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,egs15416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,egs15435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,egs15438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,egs15470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,egs15483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,egs15494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,egs15505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,egs15512,-7.2e-05,0.00578214,30.55110156,32.53907758,31.61727403,33.53202801,9.8023693,3.49118583,2.68388742,56.11698127,0.05539006,4.90290491,0.84240242,1.95991321,30.50290579,32.36127013,0.05949634,4.98839573,0.83095347,0.67397169,50.8158825,9.34888985,1.45417778,2.22494012,2.93174514,3.64339945,4.33784291,5.01952446,5.74843719,6.63292598,7.62328694,0.47438682,0.24486845,0.09098533,0.00061598,0.11010302,0.00975656,0.05823184,0.46768021,0.44581802,0.09548367,-1.31845091,0.84476085
411,egs15540,-3.569e-05,0.00245719,30.52056773,32.53784639,30.78073882,33.10453505,8.99159851,3.37747316,2.32345182,125.15921865,0.0672358,3.77735111,0.50005241,21.59188178,29.73143948,32.0348785,0.04827348,4.26930409,0.93995848,0.5912742,120.95831809,5.0920374,1.54377343,2.14373482,2.70310917,3.27711652,3.87335872,4.45601573,5.07862272,5.85349548,6.76906771,0.43624422,0.24244114,0.04704322,0.00047977,0.11687093,0.00831012,0.02678394,0.33241537,0.47594936,0.06617516,-1.48399614,0.81084031
412,egs15555,-0.00050597,0.00504373,30.58409957,31.56182436,31.43504596,32.23926899,6.57414658,2.53052974,1.88060203,114.24790575,0.11962106,3.05567402,1.17900219,1.58850679,30.46250942,31.35855007,0.12366521,3.12620302,1.5369111,0.60430362,116.76667951,8.24350467,1.0,1.27064246,1.72895577,2.25835283,2.79129494,3.26023975,3.7017707,4.2069028,4.92359573,0.51993911,0.24647666,0.03553037,0.00060526,0.0331116,0.0,0.00635821,0.38359052,0.4979633,0.05242954,-1.24250303,0.72703222
413,egs15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,egs15590,0.00065178,0.00290137,29.52995154,32.49815924,29.50719824,32.25017498,13.548449,4.60098237,2.74398208,13.07120464,0.08398464,5.82429599,1.07001147,2.72051885,29.06161767,31.53005227,0.07815509,5.96707498,1.20982852,0.56252035,11.93045203,17.32864985,1.98213578,2.76558657,3.65524271,4.54320081,5.40650121,6.33531621,7.34334934,8.71546301,10.51813821,0.49850321,0.28902257,0.03432813,0.00016689,0.1332241,0.0718396,0.0589818,0.07155335,0.49740289,0.1181236,-1.76756923,0.79555361
415,egs15598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,egs15607,0.0010011,0.00236206,30.51598389,32.50790504,31.10024314,32.62339591,18.51832769,4.86540472,2.54301212,158.56038805,0.02923843,7.65740568,1.02050028,2.95629326,30.06574393,31.54250437,0.0292304,8.28189731,1.12152434,0.42904533,159.140995,9.61515273,2.62152808,3.72350094,4.67673111,5.88102092,7.1572291,8.35713458,9.95469547,12.03183364,14.48566411,0.50938035,0.30619349,0.07797059,0.00024512,0.19905865,0.06367362,0.13506459,0.11463077,0.51050694,0.19582323,-1.78196183,0.83289921
417,egs15608,0.00133711,0.00277456,29.5236417,30.5134946,29.28940001,31.21633706,17.0656237,5.54865391,4.04645389,85.24610359,0.08497356,8.19505773,0.60633227,2.48837632,28.82877031,30.47130992,0.08556307,8.72541294,0.68932785,0.61601752,89.76950937,37.95008734,2.89274244,4.33357301,5.53731795,6.59251111,7.73215731,9.03235829,10.28976162,11.93144239,14.03133598,0.43984683,0.25879834,0.02689079,7.301e-05,0.23931861,0.14403297,0.08809429,0.0003846,0.42363186,0.29167704,-1.30496872,0.88901137
418,egs15619,0.00053467,0.00253033,28.53757361,28.50128343,30.14709377,31.35070086,23.50699617,6.75624249,3.19723012,72.38710348,0.08759757,10.28001245,0.6544864,7.15744556,28.8526497,29.65023631,0.08626604,11.20500566,0.69754136,0.39681696,71.60858931,41.87496457,3.75891375,5.43321542,7.0629392,8.47516089,10.07244925,11.80837477,13.64340161,15.90728957,18.89729146,0.46653926,0.27326447,0.02800328,6.035e-05,0.27491772,0.16248475,0.10673636,0.01125493,0.4597607,0.36846425,-1.43648635,0.86471231
419,egs15620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,egs15624,0.00061746,0.00295175,31.56640219,30.55295639,32.31117378,31.19272502,6.17979339,2.23328952,2.09429229,110.61079871,0.05156665,2.94997969,0.60127459,3.07800764,31.42291349,30.1938319,0.06076209,2.70282358,0.78523344,0.87732904,100.48583719,3.75749906,1.04302829,1.47597504,1.86987179,2.25493701,2.65473212,3.10445263,3.64933223,4.25158534,4.89766858,0.45947189,0.26596869,0.05303034,0.00077938,0.03286348,0.0,0.00561891,0.38339807,0.46021459,0.04467313,-1.14933014,0.79941164
421,egs15629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,egs15638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,egs15640,-0.00091231,0.00268618,30.54774034,32.52466483,31.13883967,32.92763153,8.83180059,2.35182853,1.8545589,101.99394431,0.02374139,4.34181157,0.90878174,0.84312962,30.19426231,31.90674064,0.02679565,4.53127196,0.88252277,0.63248523,103.27607386,3.27693213,1.46562301,2.09083413,2.64618101,3.19151959,3.77319995,4.46142365,5.18581468,5.86096248,6.68434213,0.44764936,0.24834885,0.08023357,0.00081569,0.04150155,0.0,0.01377655,0.62141418,0.41978858,0.07288671,-1.42701227,0.83515989
424,egs15645,0.00193104,0.00286564,30.53000526,30.53736222,31.08559953,31.35722704,14.76317391,3.62472201,2.47727876,140.63850968,0.03628833,6.87303856,0.70264677,2.94126909,30.0741253,30.27768825,0.03710778,7.38696214,0.75505487,0.56122196,141.99013921,10.85682663,2.41477385,3.47919545,4.42696318,5.31067906,6.16405655,7.27058396,8.61801669,10.05246335,11.64718689,0.46079367,0.27635443,0.06469085,0.0002634,0.14455122,0.0,0.07799315,0.34702493,0.44221318,0.12053614,-1.46889954,0.87520883
425,egs15652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,egs15659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,egs15665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,egs15670,-0.0002327,0.00543085,30.54559337,34.52371461,32.4756764,33.19763325,14.80918809,4.82890818,1.8187215,129.98699845,0.03364743,7.30461015,0.72840124,7.4404223,30.32410774,33.5042737,0.02271959,8.63252708,1.3802436,0.35701281,127.40862745,6.16364473,2.46115088,3.49054228,4.54704411,5.67413856,6.51942351,7.36711155,8.71393739,9.9948882,11.47160553,0.45688504,0.24541501,0.16057513,0.00087735,0.4213934,0.1395511,0.15324078,0.46969195,0.51239762,0.20778727,-1.71665381,0.82726513
429,egs15688,0.00038555,0.00213075,31.51955443,30.51044097,32.70713332,31.4690804,11.86061873,4.06689033,2.3867335,40.01707745,0.02147593,6.27620245,0.50000002,3.39932767,31.69645415,30.41537968,0.0265486,6.28371204,0.37071675,0.48519921,40.00874349,3.9567184,2.49262097,3.41615956,4.23256337,4.99707252,5.69885077,6.52039675,7.40722113,8.25145774,9.29803744,0.38299253,0.21260401,0.07842991,0.00053696,0.2007668,0.04471286,0.06319037,0.50375074,0.35792953,0.22017751,-1.58379601,0.87402566
430,egs15696,0.00124346,0.00506945,31.50075695,31.50193553,31.46508612,31.50528531,10.10133402,2.36229751,1.69195504,60.98580123,0.05468375,4.26322566,1.12513037,2.76563499,30.63517932,30.82397091,0.03817904,5.66519287,2.0380717,0.50713498,60.89119766,7.5826892,1.19706046,1.88487266,2.49175971,3.12019417,3.8318108,4.56928947,5.37048441,6.3983423,7.87762407,0.53078546,0.31299119,0.07337006,0.00066469,0.26749537,0.04749738,0.09378594,0.19999817,0.49095885,0.11188528,-1.50055815,0.77247511
431,egs15698,0.00060686,0.00239623,29.5314744,30.54445718,30.55862021,31.51727878,10.13511764,3.70874641,2.88093038,24.07650175,0.06512606,4.53375584,0.50002086,20.50856388,29.53794909,30.50936218,0.05311986,4.81463314,0.36462873,0.67912973,25.01093559,6.87101377,1.98688501,2.85072941,3.48907147,4.08050773,4.70251992,5.358801,6.07885469,6.96681767,8.17394154,0.38807845,0.24010088,0.05081948,0.00034762,0.08899177,0.00871189,0.01880563,0.18163735,0.41011086,0.22275674,-1.12663733,0.87919193
432,egs15724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,egs15732,-0.00106879,0.00553099,29.5437129,32.55102711,29.98406625,33.13649767,6.36832195,2.10264247,1.71446828,113.55116715,0.07879379,2.72993955,0.96994657,2.74566391,28.88523469,32.12021643,0.08654266,2.48890973,1.22914838,0.78026612,107.56205708,4.89964526,1.0365526,1.39730186,1.75258116,2.11358318,2.49352483,2.91412587,3.42032605,4.06098427,4.87599332,0.46334107,0.2912494,0.08391284,0.00111652,0.09105212,0.0,0.02670377,0.62783104,0.55694015,0.40530917,-1.20422899,0.7550957
434,egs15757,0.00078465,0.00596576,29.54239494,31.53504496,30.02924544,31.95353042,11.00338822,2.08250207,1.6007305,86.99605792,0.06056901,2.91685508,5.02285126,7.47584481,28.91273154,30.95081194,0.01969543,5.70291274,3.20769251,0.55846894,85.95510292,5.97021437,1.05136687,1.44021812,1.88692584,2.42147173,3.11255958,4.05885225,5.14246663,6.81945587,8.92424741,0.67532145,0.45745393,0.15603004,0.00099211,0.06038962,0.0,0.06577696,0.51267748,0.61602227,0.13499957,-1.80660763,0.66607976
435,egs15787,0.00126224,0.0048637,29.53715539,27.5295164,30.52987306,28.28810618,10.68679743,2.83770974,1.57346231,30.82662943,0.04405468,4.63433179,0.50000005,8.58934353,29.54681666,27.43111695,0.0542934,4.85017408,0.40853029,0.41522103,32.28031329,4.59487179,1.87533138,2.59392965,3.2204903,3.85944782,4.56932133,5.29558127,6.03271023,6.9778427,8.28564533,0.42976298,0.25847464,0.12133559,0.00105278,0.30680755,0.05499488,0.1223363,0.58834562,0.45336767,0.28491194,-1.33672749,0.80380214
436,egs15792,0.00140625,0.00237742,30.51495419,32.51100215,30.64317183,32.86662937,24.0142969,6.62046699,2.17961174,155.6005467,0.02822554,11.53539596,0.72239718,1.41034006,29.89479179,31.79031857,0.02994589,13.4324449,0.78674097,0.22531589,155.38675108,11.71103166,3.82611751,5.81768076,7.48529468,9.10414923,10.81454645,12.38606589,14.43507443,16.68967365,19.70167533,0.45769796,0.26049485,0.0604,0.00020268,0.1636224,0.03991984,0.06943502,0.09550452,0.4114483,0.393623,-1.51664481,0.89721003
437,egs15799,0.00140335,0.00286247,27.53789104,31.50959736,28.49253821,32.14665874,17.69967291,3.24562314,2.20984261,65.34636997,0.02106158,7.42240549,0.61564714,6.62671416,27.4794158,31.07285492,0.02168587,7.45768537,0.63587931,0.64871986,65.74765254,7.48516409,2.93386801,4.10342836,5.16913161,6.33541835,7.23559494,8.3977774,9.9409562,11.57282485,14.10522141,0.45029252,0.28990566,0.16010772,0.00038182,0.1261083,0.0,0.11261626,0.30907898,0.50690465,0.30688668,-1.45493543,0.88490529
438,egs15821,0.00126469,0.00609593,30.52148705,32.52580533,31.10681487,33.39324734,13.41443188,2.04728846,1.56215453,55.45680691,0.02758744,6.05086786,0.66623311,3.0285038,30.16375388,32.35937015,0.02935893,6.34634991,0.62521406,0.65848652,55.79656336,7.2226156,2.07963843,3.1117439,4.02245744,4.79447581,5.76937144,6.66225833,7.67587357,8.80892873,10.33043746,0.45191925,0.25299021,0.2397119,0.00084194,0.14419223,0.00914244,0.10345099,0.5970617,0.47054924,0.37207441,-1.43927546,0.89267412
